Date_Time,Test_Time(s),Step_Time(s),Step_Index,Cycle_Index,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh)
05/03/2021 17:29:15.202,1.0007,1.0007,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:16.202,2.0011,2.0011,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:17.203,3.0019,3.0019,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:18.203,4.0019,4.0019,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:19.203,5.0021,5.0021,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:20.203,6.0023,6.0023,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:21.204,7.0031,7.0031,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:29:22.204,8.0035,8.0035,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:23.205,9.0037,9.0037,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:24.205,10.0039,10.0039,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:25.205,11.0043,11.0043,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:26.205,12.0045,12.0045,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:27.205,13.0045,13.0045,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:28.205,14.0045,14.0045,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:29.206,15.0052,15.0052,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:30.207,16.0058,16.0058,1,1,3.332748413,0,0,0,0,0
05/03/2021 17:29:31.207,17.0058,17.0058,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:29:32.207,18.0064,18.0064,1,1,3.332084656,0,0,0,0,0
05/03/2021 17:29:33.208,19.0068,19.0068,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:34.209,20.0076,20.0076,1,1,3.331199646,0,0,0,0,0
05/03/2021 17:29:35.209,21.0077,21.0077,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:29:36.209,22.0084,22.0084,1,1,3.332084656,0,0,0,0,0
05/03/2021 17:29:37.210,23.0086,23.0086,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:29:38.210,24.0088,24.0088,1,1,3.33197403,0,0,0,0,0
05/03/2021 17:29:39.211,25.0097,25.0097,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:40.211,26.0097,26.0097,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:29:41.211,27.0101,27.0101,1,1,3.33197403,0,0,0,0,0
05/03/2021 17:29:42.211,28.0103,28.0103,1,1,3.331417084,0,0,0,0,0
05/03/2021 17:29:43.212,29.0111,29.0111,1,1,3.331417084,0,0,0,0,0
05/03/2021 17:29:44.212,30.0111,30.0111,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:45.212,31.0112,31.0112,1,1,3.331417084,0,0,0,0,0
05/03/2021 17:29:46.212,32.0114,32.0114,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:47.213,33.0118,33.0118,1,1,3.331417084,0,0,0,0,0
05/03/2021 17:29:48.213,34.012,34.012,1,1,3.331310272,0,0,0,0,0
05/03/2021 17:29:49.213,35.0122,35.0122,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:50.214,36.0126,36.0126,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:29:51.214,37.0127,37.0127,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:52.214,38.0129,38.0129,1,1,3.332084656,0,0,0,0,0
05/03/2021 17:29:53.214,39.0133,39.0133,1,1,3.332084656,0,0,0,0,0
05/03/2021 17:29:54.215,40.0136,40.0136,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:29:55.215,41.0137,41.0137,1,1,3.331756592,0,0,0,0,0
05/03/2021 17:29:56.215,42.0141,42.0141,1,1,3.332195282,0,0,0,0,0
05/03/2021 17:29:57.215,43.0142,43.0142,1,1,3.33197403,0,0,0,0,0
05/03/2021 17:29:58.215,44.0144,44.0144,1,1,3.332416534,0,0,0,0,0
05/03/2021 17:29:59.216,45.0146,45.0146,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:30:00.216,46.0154,46.0154,1,1,3.331756592,0,0,0,0,0
05/03/2021 17:30:01.217,47.0156,47.0156,1,1,3.33152771,0,0,0,0,0
05/03/2021 17:30:02.217,48.0158,48.0158,1,1,3.33197403,0,0,0,0,0
05/03/2021 17:30:03.217,49.0159,49.0159,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:30:04.217,50.0159,50.0159,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:30:05.217,51.0163,51.0163,1,1,3.331638336,0,0,0,0,0
05/03/2021 17:30:06.218,52.0165,52.0165,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:30:07.217,53.0165,53.0165,1,1,3.332527161,0,0,0,0,0
05/03/2021 17:30:08.218,54.0167,54.0167,1,1,3.331638336,0,0,0,0,0
05/03/2021 17:30:09.218,55.0169,55.0169,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:30:10.218,56.0175,56.0175,1,1,3.331756592,0,0,0,0,0
05/03/2021 17:30:11.218,57.0175,57.0175,1,1,3.332305908,0,0,0,0,0
05/03/2021 17:30:12.219,58.0182,58.0182,1,1,3.332637787,0,0,0,0,0
05/03/2021 17:30:13.219,59.0182,59.0182,1,1,3.331867218,0,0,0,0,0
05/03/2021 17:30:14.201,60.0005,60.0005,1,1,3.332084656,0,0,0,0,0
05/03/2021 17:30:14.205,60.0038,0.0008,2,2,3.331756592,0,0,0,0,0
05/03/2021 17:30:14.366,60.1653,0.0555,3,2,3.382266998,4.076439857,2.80196E-05,0,9.42135E-05,0
05/03/2021 17:30:24.367,70.1661,10.0563,3,2,3.402164459,9.900045395,0.027459607,0,0.093377292,0
05/03/2021 17:30:34.367,80.1665,20.0567,3,2,3.405151367,9.90007782,0.054896709,0,0.186770365,0
05/03/2021 17:30:44.368,90.1671,30.0573,3,2,3.407909393,9.899793625,0.082337342,0,0.280245781,0
05/03/2021 17:30:54.368,100.167,40.0572,3,2,3.410453796,9.900136948,0.109773323,0,0.373768628,0
05/03/2021 17:31:04.369,110.168,50.0582,3,2,3.412334442,9.899961472,0.137220114,0,0.467382908,0
05/03/2021 17:31:14.370,120.1688,60.059,3,2,3.414211273,9.900039673,0.164666355,0,0.561049283,0
05/03/2021 17:31:24.370,130.1693,70.0595,3,2,3.415428162,9.900064468,0.192105442,0,0.654742539,0
05/03/2021 17:31:34.370,140.1693,80.0595,3,2,3.417419434,9.900190353,0.219539598,0,0.748464167,0
05/03/2021 17:31:44.370,150.1694,90.0596,3,2,3.418746948,9.899934769,0.246981353,0,0.842255831,0
05/03/2021 17:31:54.371,160.1698,100.06,3,2,3.420734406,9.899995804,0.274416924,0,0.936069608,0
05/03/2021 17:32:04.371,170.1705,110.0607,3,2,3.421951294,9.899963379,0.301854551,0,1.029933691,0
05/03/2021 17:32:14.372,180.171,120.0612,3,2,3.423278809,9.899829865,0.329292208,0,1.123840332,0
05/03/2021 17:32:24.372,190.1711,130.0613,3,2,3.424827576,9.899999619,0.356734544,0,1.217802286,0
05/03/2021 17:32:34.373,200.1716,140.0618,3,2,3.426265717,9.899904251,0.384173572,0,1.311794519,0
05/03/2021 17:32:44.373,210.172,150.0622,3,2,3.427921295,9.899950027,0.41161111,0,1.405818462,0
05/03/2021 17:32:54.373,220.172,160.0622,3,2,3.429134369,9.900024414,0.439054161,0,1.499899745,0
05/03/2021 17:33:04.373,230.172,170.0622,3,2,3.429691315,9.899978638,0.466490656,0,1.593997955,0
05/03/2021 17:33:14.374,240.1729,180.0631,3,2,3.431350708,9.89997673,0.4939318,0,1.688149691,0
05/03/2021 17:33:24.375,250.1738,190.064,3,2,3.433338165,9.900016785,0.521374881,0,1.782347441,0
05/03/2021 17:33:34.375,260.1739,200.0641,3,2,3.433887482,9.89998436,0.548813283,0,1.876565337,0
05/03/2021 17:33:44.375,270.1741,210.0643,3,2,3.435436249,9.900030136,0.576256216,0,1.970834374,0
05/03/2021 17:33:54.376,280.1751,220.0653,3,2,3.43687439,9.899835587,0.603702426,0,2.065150499,0
05/03/2021 17:34:04.377,290.1756,230.0658,3,2,3.438091278,9.900165558,0.631147265,0,2.159497499,0
05/03/2021 17:34:14.377,300.1762,240.0664,3,2,3.439304352,9.900085449,0.65858829,0,2.253864288,0
05/03/2021 17:34:24.378,310.1767,250.0669,3,2,3.440631866,9.900218964,0.686031818,0,2.348275661,0
05/03/2021 17:34:34.378,320.177,260.0672,3,2,3.441848755,9.899972916,0.713467777,0,2.442694664,0
05/03/2021 17:34:44.379,330.1776,270.0678,3,2,3.44361496,9.900102615,0.740906477,0,2.537157774,0
05/03/2021 17:34:54.379,340.1782,280.0684,3,2,3.44461441,9.900075912,0.768348277,0,2.631666183,0
05/03/2021 17:35:04.379,350.1784,290.0686,3,2,3.446380615,9.899839401,0.795783579,0,2.726184845,0
05/03/2021 17:35:14.380,360.1791,300.0693,3,2,3.44682312,9.900053024,0.82322073,0,2.820742607,0
05/03/2021 17:35:24.380,370.1793,310.0695,3,2,3.448261261,9.899944305,0.850662947,0,2.91535306,0
05/03/2021 17:35:34.381,380.1796,320.0698,3,2,3.448810577,9.900056839,0.878097475,0,3.009968996,0
05/03/2021 17:35:44.381,390.1799,330.0701,3,2,3.450248718,9.899961472,0.905539453,0,3.104642391,0
05/03/2021 17:35:54.381,400.18,340.0702,3,2,3.452018738,9.900110245,0.932979703,0,3.199340343,0
05/03/2021 17:36:04.381,410.1801,350.0703,3,2,3.452903748,9.900047302,0.960410237,0,3.294035196,0
05/03/2021 17:36:14.382,420.1806,360.0708,3,2,3.45356369,9.900203705,0.98785305,0,3.388805389,0
05/03/2021 17:36:24.382,430.1809,370.0711,3,2,3.454563141,9.899835587,1.015294075,0,3.483601093,0
05/03/2021 17:36:34.382,440.1809,380.0711,3,2,3.456550598,9.900045395,1.042731047,0,3.578413725,0
05/03/2021 17:36:44.382,450.1813,390.0715,3,2,3.457878113,9.900129318,1.070179224,0,3.673295975,0
05/03/2021 17:36:54.383,460.1816,400.0718,3,2,3.458538055,9.900060654,1.0976156,0,3.76816678,0
05/03/2021 17:37:04.383,470.1818,410.072,3,2,3.45986557,9.899969101,1.125052691,0,3.863070965,0
05/03/2021 17:37:14.383,480.182,420.0722,3,2,3.460308075,9.89981842,1.15249002,0,3.958005905,0
05/03/2021 17:37:24.383,490.1824,430.0726,3,2,3.461303711,9.9002285,1.179931283,0,4.052983761,0
05/03/2021 17:37:34.384,500.1826,440.0728,3,2,3.462963104,9.900083542,1.207377553,0,4.148006916,0
05/03/2021 17:37:44.384,510.1827,450.0729,3,2,3.463623047,9.899942398,1.234815836,0,4.243030548,0
05/03/2021 17:37:54.384,520.1831,460.0733,3,2,3.463844299,9.8998909,1.262255192,0,4.338085175,0
05/03/2021 17:38:04.385,530.1842,470.0744,3,2,3.46528244,9.900114059,1.289698005,0,4.433179855,0
05/03/2021 17:38:14.385,540.1844,480.0746,3,2,3.466938019,9.899927139,1.317136288,0,4.52828598,0
05/03/2021 17:38:24.385,550.1844,490.0746,3,2,3.467716217,9.899927139,1.344571352,0,4.623408318,0
05/03/2021 17:38:34.386,560.1847,500.0749,3,2,3.468158722,9.899965286,1.372008562,0,4.718562126,0
05/03/2021 17:38:44.386,570.1847,510.0749,3,2,3.469593048,9.90014267,1.399443984,0,4.813736916,0
05/03/2021 17:38:54.387,580.1857,520.0759,3,2,3.470035553,9.899938583,1.426889896,0,4.908975601,0
05/03/2021 17:39:04.387,590.1861,530.0763,3,2,3.471801758,9.900022507,1.454329848,0,5.004220486,0
05/03/2021 17:39:14.387,600.1863,540.0765,3,2,3.47202301,9.899852753,1.481770158,0,5.099491119,0
05/03/2021 17:39:24.387,610.1864,550.0766,3,2,3.472801208,9.899898529,1.50919497,0,5.194734097,0
05/03/2021 17:39:34.387,620.1865,560.0767,3,2,3.47379303,9.89985466,1.536626101,0,5.290024281,0
05/03/2021 17:39:44.388,630.1867,570.0769,3,2,3.475231171,9.899915695,1.564068317,0,5.385378361,0
05/03/2021 17:39:54.388,640.1872,580.0774,3,2,3.476337433,9.899993896,1.59150672,0,5.480743408,0
05/03/2021 17:40:04.388,650.1873,590.0775,3,2,3.476669312,9.899885178,1.618940353,0,5.576116085,0
05/03/2021 17:40:14.389,660.1877,600.0779,3,2,3.477996826,9.899946213,1.646373391,0,5.67151022,0
05/03/2021 17:40:24.389,670.1883,610.0785,3,2,3.478656769,9.899944305,1.673817515,0,5.766964912,0
05/03/2021 17:40:34.390,680.1891,620.0793,3,2,3.479206085,9.899829865,1.701254368,0,5.862418652,0
05/03/2021 17:40:44.390,690.1891,630.0793,3,2,3.479763031,9.90014267,1.728690147,0,5.957890511,0
05/03/2021 17:40:54.390,700.1891,640.0793,3,2,3.480865479,9.900136948,1.756127596,0,6.053389549,0
05/03/2021 17:41:04.391,710.1897,650.0799,3,2,3.482192993,9.900037766,1.783562899,0,6.148903847,0
05/03/2021 17:41:14.392,720.1907,660.0809,3,2,3.482639313,9.899950027,1.810999155,0,6.24444294,0
05/03/2021 17:41:24.392,730.1909,670.0811,3,2,3.483409882,9.89997673,1.838440776,0,6.34002161,0
05/03/2021 17:41:34.393,740.1916,680.0818,3,2,3.484405518,9.900188446,1.865879655,0,6.43560791,0
05/03/2021 17:41:44.393,750.1923,690.0825,3,2,3.48462677,9.900091171,1.893315077,0,6.531200886,0
05/03/2021 17:41:54.394,760.1929,700.0831,3,2,3.485286713,9.899927139,1.920762777,0,6.626854897,0
05/03/2021 17:42:04.394,770.1929,710.0831,3,2,3.485954285,9.899829865,1.948201418,0,6.722494602,0
05/03/2021 17:42:14.394,780.1931,720.0833,3,2,3.486946106,9.899969101,1.975639105,0,6.81815052,0
05/03/2021 17:42:24.394,790.1931,730.0833,3,2,3.487056732,9.900188446,2.003078699,0,6.913831711,0
05/03/2021 17:42:34.394,800.1933,740.0835,3,2,3.488384247,9.899852753,2.030506849,0,7.009486198,0
05/03/2021 17:42:44.395,810.1937,750.0839,3,2,3.488716125,9.900053024,2.05795145,0,7.105214596,0
05/03/2021 17:42:54.395,820.1939,760.0841,3,2,3.489273071,9.900047302,2.085392237,0,7.20094347,0
05/03/2021 17:43:04.395,830.1941,770.0843,3,2,3.489379883,9.899963379,2.112828732,0,7.296671391,0
05/03/2021 17:43:14.396,840.1947,780.0849,3,2,3.489711761,9.899993896,2.140267134,0,7.392420769,0
05/03/2021 17:43:24.396,850.1951,790.0853,3,2,3.49048233,9.900003433,2.167704582,0,7.488181591,0
05/03/2021 17:43:34.396,860.1953,800.0855,3,2,3.490703583,9.900047302,2.195136309,0,7.583934307,0
05/03/2021 17:43:44.397,870.1963,810.0865,3,2,3.491588593,9.899866104,2.222569466,0,7.679706097,0
05/03/2021 17:43:54.397,880.1965,820.0867,3,2,3.491699219,9.900182724,2.250002623,0,7.775491238,0
05/03/2021 17:44:04.399,890.1977,830.0879,3,2,3.492141724,9.89998436,2.277434349,0,7.871282578,0
05/03/2021 17:44:14.399,900.198,840.0882,3,2,3.492469788,9.899950027,2.304878235,0,7.967125416,0
05/03/2021 17:44:24.399,910.1983,850.0885,3,2,3.493026733,9.899906158,2.332316875,0,8.062962532,0
05/03/2021 17:44:34.400,920.1987,860.0889,3,2,3.493469238,9.900047302,2.359749317,0,8.158787727,0
05/03/2021 17:44:44.401,930.1996,870.0898,3,2,3.493907928,9.899923325,2.387190104,0,8.254653931,0
05/03/2021 17:44:54.401,940.2,880.0902,3,2,3.494247437,9.900110245,2.414629698,0,8.350523949,0
05/03/2021 17:45:04.401,950.2005,890.0907,3,2,3.494464874,9.899847031,2.442070007,0,8.446404457,0
05/03/2021 17:45:14.402,960.2007,900.0909,3,2,3.495346069,9.900110245,2.469508886,0,8.54228878,0
05/03/2021 17:45:24.403,970.2016,910.0918,3,2,3.494907379,9.900037766,2.496940851,0,8.638155937,0
05/03/2021 17:45:34.403,980.2019,920.0921,3,2,3.495346069,9.899957657,2.5243783,0,8.734049797,0
05/03/2021 17:45:44.404,990.2029,930.0931,3,2,3.495788574,9.899868011,2.551819801,0,8.829965591,0
05/03/2021 17:45:54.404,1000.2033,940.0935,3,2,3.495677948,9.899868011,2.579258919,0,8.925882339,0
05/03/2021 17:46:04.405,1010.2035,950.0937,3,2,3.496013641,9.899875641,2.606693029,0,9.021788597,0
05/03/2021 17:46:14.405,1020.2042,960.0944,3,2,3.495903015,9.900110245,2.6341362,0,9.117732048,0
05/03/2021 17:46:24.405,1030.2043,970.0945,3,2,3.496894836,9.899827957,2.661570787,0,9.213654518,0
05/03/2021 17:46:34.405,1040.2045,980.0947,3,2,3.496894836,9.900163651,2.689010382,0,9.309601784,0
05/03/2021 17:46:44.406,1050.2046,990.0948,3,2,3.496894836,9.899944305,2.716451168,0,9.405560493,0
05/03/2021 17:46:54.406,1060.2055,1000.0957,3,2,3.497890472,9.900180817,2.743887901,0,9.501511574,0
05/03/2021 17:47:04.407,1070.206,1010.0962,3,2,3.497226715,9.899995804,2.771322489,0,9.597462654,0
05/03/2021 17:47:14.407,1080.2061,1020.0963,3,2,3.497673035,9.899852753,2.798759937,0,9.693429947,0
05/03/2021 17:47:24.408,1090.207,1030.0972,3,2,3.497673035,9.900278091,2.826188326,0,9.789369583,0
05/03/2021 17:47:34.408,1100.2075,1040.0977,3,2,3.498222351,9.899938583,2.853625774,0,9.885345459,0
05/03/2021 17:47:44.409,1110.2077,1050.0979,3,2,3.49855423,9.899812698,2.881065607,0,9.981336594,0
05/03/2021 17:47:54.409,1120.2083,1060.0985,3,2,3.498771667,9.899915695,2.908508778,0,10.07734585,0
05/03/2021 17:48:04.410,1130.2089,1070.0991,3,2,3.498443604,9.899978638,2.935952902,0,10.17336464,0
05/03/2021 17:48:14.410,1140.2091,1080.0993,3,2,3.499328613,9.899881363,2.963384628,0,10.26934528,0
05/03/2021 17:48:24.410,1150.2095,1090.0997,3,2,3.498882294,9.900056839,2.990819454,0,10.36534023,0
05/03/2021 17:48:34.411,1160.2101,1100.1003,3,2,3.499328613,9.900163651,3.018262386,0,10.46137047,0
05/03/2021 17:48:44.411,1170.2101,1110.1003,3,2,3.499881744,9.90007019,3.045704365,0,10.55740356,0
05/03/2021 17:48:54.411,1180.2103,1120.1005,3,2,3.499549866,9.899995804,3.073143244,0,10.65343189,0
05/03/2021 17:49:04.411,1190.2105,1130.1007,3,2,3.500431061,9.899868011,3.10058403,0,10.74947357,0
05/03/2021 17:49:14.412,1200.2111,1140.1013,3,2,3.499992371,9.900098801,3.128023624,0,10.84551334,0
05/03/2021 17:49:24.412,1210.2112,1150.1014,3,2,3.500209808,9.900054932,3.155457497,0,10.94153976,0
05/03/2021 17:49:34.412,1220.2115,1160.1017,3,2,3.500320435,9.899999619,3.182896137,0,11.03758621,0
05/03/2021 17:49:44.413,1230.2125,1170.1027,3,2,3.500541687,9.900033951,3.210344315,0,11.13367462,0
05/03/2021 17:49:54.415,1240.2137,1180.1039,3,2,3.499992371,9.900085449,3.237783909,0,11.22973537,0
05/03/2021 17:50:04.415,1250.2143,1190.1045,3,2,3.501209259,9.90004921,3.265221834,0,11.32579517,0
05/03/2021 17:50:14.415,1260.2143,1200.1045,3,2,3.500988007,9.900083542,3.292658806,0,11.42185688,0
05/03/2021 17:50:24.416,1270.2151,1210.1053,3,2,3.501319885,9.899995804,3.320101738,0,11.51794147,0
05/03/2021 17:50:34.416,1280.2153,1220.1055,3,2,3.501209259,9.900150299,3.347536802,0,11.61400509,0
05/03/2021 17:50:44.417,1290.2159,1230.1061,3,2,3.500988007,9.900157928,3.374975681,0,11.71008682,0
05/03/2021 17:50:54.417,1300.2161,1240.1063,3,2,3.502864838,9.89982605,3.402413607,0,11.80617142,0
05/03/2021 17:51:04.418,1310.2167,1250.1069,3,2,3.501758575,9.90017128,3.429848194,0,11.90224838,0
05/03/2021 17:51:14.418,1320.2169,1260.1071,3,2,3.502090454,9.900018692,3.457275391,0,11.99830437,0
05/03/2021 17:51:24.418,1330.2171,1270.1073,3,2,3.502418518,9.899837494,3.484715462,0,12.09441185,0
05/03/2021 17:51:34.418,1340.2173,1280.1075,3,2,3.502754211,9.900102615,3.512146473,0,12.19049072,0
05/03/2021 17:51:44.419,1350.2177,1290.1079,3,2,3.503528595,9.899805069,3.539578438,0,12.28657913,0
05/03/2021 17:51:54.419,1360.2177,1300.1079,3,2,3.503196716,9.900053024,3.567022324,0,12.38271141,0
05/03/2021 17:52:04.419,1370.2179,1310.1081,3,2,3.503307343,9.899795532,3.594450235,0,12.47879314,0
05/03/2021 17:52:14.419,1380.2185,1320.1087,3,2,3.5026474,9.899875641,3.621882915,0,12.57489967,0
05/03/2021 17:52:24.420,1390.2191,1330.1093,3,2,3.503746033,9.899913788,3.649321318,0,12.67103004,0
05/03/2021 17:52:34.420,1400.2193,1340.1095,3,2,3.503196716,9.899858475,3.676757336,0,12.76715374,0
05/03/2021 17:52:44.421,1410.2195,1350.1097,3,2,3.503635406,9.899900436,3.704199314,0,12.86330509,0
05/03/2021 17:52:54.421,1420.2197,1360.1099,3,2,3.504192352,9.899812698,3.731636524,0,12.959445,0
05/03/2021 17:53:04.421,1430.2199,1370.1101,3,2,3.504302979,9.900039673,3.759073257,0,13.05558872,0
05/03/2021 17:53:14.422,1440.2211,1380.1113,3,2,3.503967285,9.899904251,3.786515713,0,13.15175724,0
05/03/2021 17:53:24.422,1450.221,1390.1112,3,2,3.504524231,9.900194168,3.813955069,0,13.24792004,0
05/03/2021 17:53:34.423,1460.2221,1400.1123,3,2,3.504962921,9.900083542,3.8414011,0,13.34411049,0
05/03/2021 17:53:44.423,1470.2223,1410.1125,3,2,3.50485611,9.899829865,3.868834972,0,13.44026279,0
05/03/2021 17:53:54.424,1480.2229,1420.1131,3,2,3.505184174,9.899822235,3.896271944,0,13.53643036,0
05/03/2021 17:54:04.424,1490.2234,1430.1136,3,2,3.505851746,9.900133133,3.923702002,0,13.6325779,0
05/03/2021 17:54:14.425,1500.2237,1440.1139,3,2,3.505737305,9.900091171,3.951143265,0,13.72877026,0
05/03/2021 17:54:24.425,1510.2239,1450.1141,3,2,3.505737305,9.900085449,3.97857523,0,13.82493401,0
05/03/2021 17:54:34.426,1520.2247,1460.1149,3,2,3.506183624,9.900062561,4.006017685,0,13.92113876,0
05/03/2021 17:54:44.427,1530.2256,1470.1158,3,2,3.506401062,9.899930954,4.033454895,0,14.01733017,0
05/03/2021 17:54:54.427,1540.2257,1480.1159,3,2,3.506183624,9.899866104,4.060889721,0,14.11351967,0
05/03/2021 17:55:04.428,1550.2269,1490.1171,3,2,3.505851746,9.90004921,4.088330269,0,14.20973206,0
05/03/2021 17:55:14.428,1560.2271,1500.1173,3,2,3.50629425,9.899991989,4.115769863,0,14.30594349,0
05/03/2021 17:55:24.428,1570.2273,1510.1175,3,2,3.506954193,9.900039673,4.14320612,0,14.40215111,0
05/03/2021 17:55:34.428,1580.2273,1520.1175,3,2,3.506843567,9.899873734,4.170641422,0,14.49836063,0
05/03/2021 17:55:44.428,1590.2275,1530.1177,3,2,3.506954193,9.899892807,4.198088646,0,14.59461594,0
05/03/2021 17:55:54.429,1600.2277,1540.1179,3,2,3.507282257,9.899971008,4.225534439,0,14.69086647,0
05/03/2021 17:56:04.429,1610.2283,1550.1185,3,2,3.506954193,9.900152206,4.252972603,0,14.78709888,0
05/03/2021 17:56:14.430,1620.2288,1560.119,3,2,3.507621765,9.900182724,4.280414104,0,14.8833437,0
05/03/2021 17:56:24.430,1630.2293,1570.1195,3,2,3.507621765,9.90014267,4.307856083,0,14.97959518,0
05/03/2021 17:56:34.431,1640.2297,1580.1199,3,2,3.506843567,9.8998909,4.335300922,0,15.07586193,0
05/03/2021 17:56:44.432,1650.2307,1590.1209,3,2,3.507839203,9.900270462,4.362738609,0,15.1721077,0
05/03/2021 17:56:54.432,1660.2309,1600.1211,3,2,3.507621765,9.899965286,4.390174389,0,15.26835251,0
05/03/2021 17:57:04.432,1670.2311,1610.1213,3,2,3.508060455,9.899963379,4.417608261,0,15.36459446,0
05/03/2021 17:57:14.433,1680.2319,1620.1221,3,2,3.508609772,9.899999619,4.445046902,0,15.46085739,0
05/03/2021 17:57:24.433,1690.2325,1630.1227,3,2,3.508720398,9.899847031,4.472486019,0,15.55712605,0
05/03/2021 17:57:34.434,1700.2331,1640.1233,3,2,3.509166718,9.899900436,4.499919891,0,15.6533823,0
05/03/2021 17:57:44.434,1710.2333,1650.1235,3,2,3.508831024,9.899936676,4.527362347,0,15.74967384,0
05/03/2021 17:57:54.434,1720.2335,1660.1237,3,2,3.508720398,9.90007019,4.554805279,0,15.84597206,0
05/03/2021 17:58:04.435,1730.2342,1670.1244,3,2,3.50938797,9.900032043,4.582230568,0,15.94221306,0
05/03/2021 17:58:14.435,1740.2343,1680.1245,3,2,3.509719849,9.900157928,4.609667778,0,16.03850174,0
05/03/2021 17:58:24.436,1750.2349,1690.1251,3,2,3.509609222,9.900163651,4.637105465,0,16.13479614,0
05/03/2021 17:58:34.436,1760.2353,1700.1255,3,2,3.509609222,9.899868011,4.664536476,0,16.23106956,0
05/03/2021 17:58:44.436,1770.2353,1710.1255,3,2,3.510707855,9.899835587,4.691974163,0,16.3273716,0
05/03/2021 17:58:54.437,1780.2355,1720.1257,3,2,3.510379791,9.899963379,4.719415188,0,16.42368889,0
05/03/2021 17:59:04.436,1790.2355,1730.1257,3,2,3.509937286,9.900115967,4.746858597,0,16.52001762,0
05/03/2021 17:59:14.437,1800.2357,1740.1259,3,2,3.510826111,9.90007782,4.774302959,0,16.61635399,0
05/03/2021 17:59:24.437,1810.2363,1750.1265,3,2,3.510379791,9.900039673,4.801744461,0,16.71268463,0
05/03/2021 17:59:34.437,1820.2365,1760.1267,3,2,3.511264801,9.899953842,4.829183578,0,16.80901146,0
05/03/2021 17:59:44.438,1830.2367,1770.1269,3,2,3.510826111,9.90010643,4.856618881,0,16.90533066,0
05/03/2021 17:59:54.439,1840.2377,1780.1279,3,2,3.510936737,9.900087357,4.884064674,0,17.00168991,0
05/03/2021 18:00:04.439,1850.2379,1790.1281,3,2,3.511264801,9.900022507,4.911505699,0,17.09803772,0
05/03/2021 18:00:14.440,1860.2387,1800.1289,3,2,3.511817932,9.900024414,4.938945293,0,17.19438362,0
05/03/2021 18:00:24.440,1870.2389,1810.1291,3,2,3.511264801,9.899900436,4.966383457,0,17.29072952,0
05/03/2021 18:00:34.441,1880.2399,1820.1301,3,2,3.51115799,9.899866104,4.99382782,0,17.38710022,0
05/03/2021 18:00:44.441,1890.2403,1830.1305,3,2,3.510936737,9.899953842,5.021269798,0,17.48346901,0
05/03/2021 18:00:54.442,1900.2411,1840.1313,3,2,3.510936737,9.899806976,5.048710346,0,17.5798378,0
05/03/2021 18:01:04.443,1910.2415,1850.1317,3,2,3.512039185,9.900016785,5.07614851,0,17.67620087,0
05/03/2021 18:01:14.443,1920.2422,1860.1324,3,2,3.512039185,9.900182724,5.103588104,0,17.77257156,0
05/03/2021 18:01:24.444,1930.2427,1870.1329,3,2,3.51259613,9.89991188,5.131028652,0,17.86894989,0
05/03/2021 18:01:34.444,1940.2427,1880.1329,3,2,3.512813568,9.899951935,5.158464909,0,17.96531868,0
05/03/2021 18:01:44.445,1950.2437,1890.1339,3,2,3.51259613,9.900045395,5.18590641,0,18.06171036,0
05/03/2021 18:01:54.445,1960.2443,1900.1345,3,2,3.51259613,9.900144577,5.213340282,0,18.15808296,0
05/03/2021 18:02:04.445,1970.2445,1910.1347,3,2,3.512813568,9.900018692,5.240781784,0,18.25448608,0
