Date_Time,Test_Time(s),Step_Time(s),Step_Index,Cycle_Index,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh)
05/04/2021 15:07:14.848,77880.64731,3340.1157,5,2,3.570289612,-9.899845123,123.3938065,78.33071,477.2445679,299.9548
05/04/2021 15:07:24.849,77890.64801,3350.1164,5,2,3.570178986,-9.900105476,123.3938065,78.35815,477.2445679,300.0527
05/04/2021 15:07:34.849,77900.64801,3360.1164,5,2,3.569629669,-9.899975777,123.3938065,78.3856,477.2445679,300.1507
05/04/2021 15:07:44.849,77910.64831,3370.1167,5,2,3.569957733,-9.899944305,123.3938065,78.41304,477.2445679,300.2487
05/04/2021 15:07:54.849,77920.64881,3380.1172,5,2,3.569080353,-9.899908066,123.3938065,78.4405,477.2445679,300.3467
05/04/2021 15:08:04.850,77930.64911,3390.1175,5,2,3.569297791,-9.900130272,123.3938065,78.46793,477.2445679,300.4446
05/04/2021 15:08:14.850,77940.64971,3400.1181,5,2,3.569519043,-9.900117874,123.3938065,78.49538,477.2445679,300.5426
05/04/2021 15:08:24.851,77950.65001,3410.1184,5,2,3.569080353,-9.900072098,123.3938065,78.52283,477.2445679,300.6405
05/04/2021 15:08:34.851,77960.65041,3420.1188,5,2,3.5688591,-9.900064468,123.3938065,78.55027,477.2445679,300.7385
05/04/2021 15:08:44.852,77970.65121,3430.1196,5,2,3.569297791,-9.899995804,123.3938065,78.57771,477.2445679,300.8365
05/04/2021 15:08:54.852,77980.65171,3440.1201,5,2,3.568969727,-9.899918556,123.3938065,78.60516,477.2445679,300.9344
05/04/2021 15:09:04.852,77990.65181,3450.1202,5,2,3.569080353,-9.899995804,123.3938065,78.63261,477.2445679,301.0323
05/04/2021 15:09:14.852,78000.65181,3460.1202,5,2,3.568412781,-9.899845123,123.3938065,78.66005,477.2445679,301.1303
05/04/2021 15:09:24.852,78010.65191,3470.1203,5,2,3.567970276,-9.899980545,123.3938065,78.68749,477.2445679,301.2282
05/04/2021 15:09:34.853,78020.65251,3480.1209,5,2,3.568412781,-9.899785042,123.3938065,78.71494,477.2445679,301.3261
05/04/2021 15:09:44.854,78030.65301,3490.1214,5,2,3.568080902,-9.900044441,123.3938065,78.74239,477.2445679,301.4241
05/04/2021 15:09:54.855,78040.65411,3500.1225,5,2,3.567749023,-9.90002346,123.3938065,78.76984,477.2445679,301.522
05/04/2021 15:10:04.855,78050.65411,3510.1225,5,2,3.567310333,-9.900052071,123.3938065,78.79728,477.2445679,301.6199
05/04/2021 15:10:14.855,78060.65471,3520.1231,5,2,3.567420959,-9.900001526,123.3938065,78.82472,477.2445679,301.7178
05/04/2021 15:10:24.856,78070.65561,3530.124,5,2,3.567749023,-9.899918556,123.3938065,78.85217,477.2445679,301.8158
05/04/2021 15:10:34.856,78080.65591,3540.1243,5,2,3.567970276,-9.900167465,123.3938065,78.87962,477.2445679,301.9137
05/04/2021 15:10:44.857,78090.65681,3550.1252,5,2,3.56697464,-9.900090218,123.3938065,78.90705,477.2445679,302.0116
05/04/2021 15:10:54.858,78100.65711,3560.1255,5,2,3.567085266,-9.900056839,123.3938065,78.9345,477.2445679,302.1095
05/04/2021 15:11:04.858,78110.65721,3570.1256,5,2,3.566532135,-9.900136948,123.3938065,78.96195,477.2445679,302.2074
05/04/2021 15:11:14.858,78120.65731,3580.1257,5,2,3.56785965,-9.900036812,123.3938065,78.9894,477.2445679,302.3053
05/04/2021 15:11:24.858,78130.65721,3590.1256,5,2,3.566532135,-9.900141716,123.3938065,79.01685,477.2445679,302.4032
05/04/2021 15:11:34.732,78140.53181,3600.0002,5,2,3.566864014,-9.900018692,123.3938065,79.04395,477.2445679,302.4999
05/04/2021 15:11:34.809,78140.61341,0.001,6,2,3.638496399,0,123.3938065,79.04395,477.2445679,302.4999
05/04/2021 15:11:35.808,78141.61301,1.0006,6,2,3.644130707,0,123.3938065,79.04395,477.2445679,302.4999
05/04/2021 15:11:35.905,78141.70294,0.0009,5,2,3.567199707,-9.89493084,123.3938065,79.04395,477.2445679,302.4999
05/04/2021 15:11:45.905,78151.70314,10.0011,5,2,3.566532135,-9.90004158,123.3938065,79.07139,477.2445679,302.5977
05/04/2021 15:11:55.905,78161.70384,20.0018,5,2,3.567199707,-9.900133133,123.3938065,79.09884,477.2445679,302.6957
05/04/2021 15:12:05.906,78171.70414,30.0021,5,2,3.566314697,-9.90003109,123.3938065,79.12629,477.2445679,302.7936
05/04/2021 15:12:15.906,78181.70474,40.0027,5,2,3.567420959,-9.899969101,123.3938065,79.15374,477.2445679,302.8915
05/04/2021 15:12:25.907,78191.70514,50.0031,5,2,3.566314697,-9.899885178,123.3938065,79.18119,477.2445679,302.9894
05/04/2021 15:12:35.907,78201.70564,60.0036,5,2,3.566532135,-9.900033951,123.3938065,79.20863,477.2445679,303.0872
05/04/2021 15:12:45.907,78211.70594,70.0039,5,2,3.566093445,-9.89985466,123.3938065,79.23609,477.2445679,303.1852
05/04/2021 15:12:55.908,78221.70624,80.0042,5,2,3.566204071,-9.900008202,123.3938065,79.26353,477.2445679,303.283
05/04/2021 15:13:05.908,78231.70664,90.0046,5,2,3.566204071,-9.899944305,123.3938065,79.29099,477.2445679,303.3809
05/04/2021 15:13:15.908,78241.70664,100.0046,5,2,3.56565094,-9.900021553,123.3938065,79.31842,477.2445679,303.4788
05/04/2021 15:13:25.908,78251.70674,110.0047,5,2,3.565872192,-9.900222778,123.3938065,79.34588,477.2445679,303.5767
05/04/2021 15:13:35.908,78261.70684,120.0048,5,2,3.56476593,-9.899877548,123.3938065,79.37333,477.2445679,303.6745
05/04/2021 15:13:45.908,78271.70674,130.0047,5,2,3.565761566,-9.899986267,123.3938065,79.40078,477.2445679,303.7724
05/04/2021 15:13:55.909,78281.70744,140.0054,5,2,3.56520462,-9.900087357,123.3938065,79.42823,477.2445679,303.8703
05/04/2021 15:14:05.909,78291.70784,150.0058,5,2,3.564983368,-9.899949074,123.3938065,79.45568,477.2445679,303.9681
05/04/2021 15:14:15.910,78301.70804,160.006,5,2,3.56476593,-9.899888039,123.3938065,79.48313,477.2445679,304.066
05/04/2021 15:14:25.910,78311.70804,170.006,5,2,3.564544678,-9.900006294,123.3938065,79.51057,477.2445679,304.1638
05/04/2021 15:14:35.910,78321.70804,180.006,5,2,3.564434052,-9.900006294,123.3938065,79.53802,477.2445679,304.2616
05/04/2021 15:14:45.910,78331.70854,190.0065,5,2,3.564876556,-9.899877548,123.3938065,79.56548,477.2445679,304.3595
05/04/2021 15:14:55.910,78341.70874,200.0067,5,2,3.563995361,-9.900008202,123.3938065,79.59293,477.2445679,304.4573
05/04/2021 15:15:05.911,78351.70944,210.0074,5,2,3.563884735,-9.899967194,123.3938065,79.62038,477.2445679,304.5552
05/04/2021 15:15:15.912,78361.71024,220.0082,5,2,3.564323425,-9.9000597,123.3938065,79.64782,477.2445679,304.653
05/04/2021 15:15:25.912,78371.71044,230.0084,5,2,3.563766479,-9.900052071,123.3938065,79.67528,477.2445679,304.7509
05/04/2021 15:15:35.912,78381.71084,240.0088,5,2,3.563217163,-9.899862289,123.3938065,79.70272,477.2445679,304.8487
05/04/2021 15:15:45.913,78391.71104,250.009,5,2,3.564212799,-9.900220871,123.3938065,79.73017,477.2445679,304.9465
05/04/2021 15:15:55.913,78401.71154,260.0095,5,2,3.563655853,-9.899930954,123.3938065,79.75761,477.2445679,305.0443
05/04/2021 15:16:05.914,78411.71224,270.0102,5,2,3.563106537,-9.899888039,123.3938065,79.78507,477.2445679,305.1422
05/04/2021 15:16:15.914,78421.71284,280.0108,5,2,3.563995361,-9.900202751,123.3938065,79.81252,477.2445679,305.24
05/04/2021 15:16:25.915,78431.71374,290.0117,5,2,3.563327789,-9.899800301,123.3938065,79.83997,477.2445679,305.3378
05/04/2021 15:16:35.916,78441.71404,300.012,5,2,3.563217163,-9.899951935,123.3938065,79.86742,477.2445679,305.4356
05/04/2021 15:16:45.916,78451.71404,310.012,5,2,3.563766479,-9.899845123,123.3938065,79.89487,477.2445679,305.5334
05/04/2021 15:16:55.916,78461.71464,320.0126,5,2,3.562885284,-9.900053978,123.3938065,79.92232,477.2445679,305.6312
05/04/2021 15:17:05.916,78471.71494,330.0129,5,2,3.562885284,-9.899991035,123.3938065,79.94976,477.2445679,305.729
05/04/2021 15:17:15.917,78481.71514,340.0131,5,2,3.562778473,-9.899834633,123.3938065,79.97722,477.2445679,305.8268
05/04/2021 15:17:25.917,78491.71514,350.0131,5,2,3.563106537,-9.900079727,123.3938065,80.00467,477.2445679,305.9246
05/04/2021 15:17:35.917,78501.71584,360.0138,5,2,3.562335968,-9.900044441,123.3938065,80.03212,477.2445679,306.0224
05/04/2021 15:17:45.917,78511.71594,370.0139,5,2,3.562225342,-9.900044441,123.3938065,80.05957,477.2445679,306.1202
05/04/2021 15:17:55.917,78521.71584,380.0138,5,2,3.562778473,-9.900144577,123.3938065,80.08702,477.2445679,306.218
05/04/2021 15:18:05.917,78531.71584,390.0138,5,2,3.561668396,-9.899908066,123.3938065,80.11447,477.2445679,306.3157
05/04/2021 15:18:15.917,78541.71584,400.0138,5,2,3.562000275,-9.900006294,123.3938065,80.14191,477.2445679,306.4135
05/04/2021 15:18:25.918,78551.71604,410.014,5,2,3.56155777,-9.900046349,123.3938065,80.16937,477.2445679,306.5113
05/04/2021 15:18:35.918,78561.71634,420.0143,5,2,3.561779022,-9.900064468,123.3938065,80.19682,477.2445679,306.6091
05/04/2021 15:18:45.919,78571.71744,430.0154,5,2,3.561008453,-9.900067329,123.3938065,80.22427,477.2445679,306.7068
05/04/2021 15:18:55.920,78581.71844,440.0164,5,2,3.561447144,-9.899941444,123.3938065,80.25172,477.2445679,306.8046
05/04/2021 15:19:05.920,78591.71874,450.0167,5,2,3.561340332,-9.899978638,123.3938065,80.27917,477.2445679,306.9023
05/04/2021 15:19:15.921,78601.71944,460.0174,5,2,3.561779022,-9.900033951,123.3938065,80.30661,477.2445679,307
05/04/2021 15:19:25.922,78611.72014,470.0181,5,2,3.56155777,-9.900130272,123.3938065,80.33406,477.2445679,307.0978
05/04/2021 15:19:35.922,78621.72064,480.0186,5,2,3.560676575,-9.900038719,123.3938065,80.36151,477.2445679,307.1955
05/04/2021 15:19:45.923,78631.72154,490.0195,5,2,3.56111908,-9.899972916,123.3938065,80.38896,477.2445679,307.2933
05/04/2021 15:19:55.923,78641.72154,500.0195,5,2,3.560340881,-9.899898529,123.3938065,80.41641,477.2445679,307.391
05/04/2021 15:20:05.923,78651.72184,510.0198,5,2,3.560787201,-9.900113106,123.3938065,80.44386,477.2445679,307.4888
05/04/2021 15:20:15.924,78661.72264,520.0206,5,2,3.560676575,-9.900177956,123.3938065,80.47131,477.2445679,307.5865
05/04/2021 15:20:25.925,78671.72324,530.0212,5,2,3.560119629,-9.899995804,123.3938065,80.49876,477.2445679,307.6842
05/04/2021 15:20:35.925,78681.72334,540.0213,5,2,3.560012817,-9.900067329,123.3938065,80.5262,477.2445679,307.7819
05/04/2021 15:20:45.925,78691.72374,550.0217,5,2,3.559902191,-9.899995804,123.3938065,80.55364,477.2445679,307.8796
05/04/2021 15:20:55.926,78701.72424,560.0222,5,2,3.559902191,-9.899915695,123.3938065,80.58109,477.2445679,307.9774
05/04/2021 15:21:05.926,78711.72454,570.0225,5,2,3.559131622,-9.899961472,123.3938065,80.60854,477.2445679,308.0751
05/04/2021 15:21:15.927,78721.72514,580.0231,5,2,3.560119629,-9.900076866,123.3938065,80.63599,477.2445679,308.1728
05/04/2021 15:21:25.927,78731.72524,590.0232,5,2,3.559238434,-9.899986267,123.3938065,80.66344,477.2445679,308.2705
05/04/2021 15:21:35.927,78741.72564,600.0236,5,2,3.55934906,-9.900021553,123.3938065,80.69088,477.2445679,308.3682
05/04/2021 15:21:45.928,78751.72614,610.0241,5,2,3.559680939,-9.900061607,123.3938065,80.71832,477.2445679,308.4659
05/04/2021 15:21:55.928,78761.72614,620.0241,5,2,3.559238434,-9.899888039,123.3938065,80.74577,477.2445679,308.5635
05/04/2021 15:22:05.928,78771.72614,630.0241,5,2,3.559459686,-9.900029182,123.3938065,80.77322,477.2445679,308.6612
05/04/2021 15:22:15.928,78781.72654,640.0245,5,2,3.559238434,-9.900141716,123.3938065,80.80067,477.2445679,308.7589
05/04/2021 15:22:25.929,78791.72724,650.0252,5,2,3.55846405,-9.899964333,123.3938065,80.82811,477.2445679,308.8566
05/04/2021 15:22:35.929,78801.72744,660.0254,5,2,3.558792114,-9.89968586,123.3938065,80.85556,477.2445679,308.9543
05/04/2021 15:22:45.930,78811.72824,670.0262,5,2,3.558792114,-9.900084496,123.3938065,80.88301,477.2445679,309.052
05/04/2021 15:22:55.930,78821.72854,680.0265,5,2,3.55846405,-9.899964333,123.3938065,80.91046,477.2445679,309.1497
05/04/2021 15:23:05.930,78831.72854,690.0265,5,2,3.558792114,-9.900082588,123.3938065,80.93791,477.2445679,309.2473
05/04/2021 15:23:15.930,78841.72854,700.0265,5,2,3.55891037,-9.899953842,123.3938065,80.96535,477.2445679,309.345
05/04/2021 15:23:25.930,78851.72874,710.0267,5,2,3.557910919,-9.900182724,123.3938065,80.99281,477.2445679,309.4427
05/04/2021 15:23:35.930,78861.72884,720.0268,5,2,3.558021545,-9.899936676,123.3938065,81.02025,477.2445679,309.5403
05/04/2021 15:23:45.930,78871.72894,730.0269,5,2,3.558242798,-9.900082588,123.3938065,81.04769,477.2445679,309.638
05/04/2021 15:23:55.931,78881.72964,740.0276,5,2,3.557910919,-9.899908066,123.3938065,81.07515,477.2445679,309.7357
05/04/2021 15:24:05.932,78891.73004,750.028,5,2,3.558021545,-9.900110245,123.3938065,81.10259,477.2445679,309.8333
05/04/2021 15:24:15.932,78901.73024,760.0282,5,2,3.558132172,-9.900001526,123.3938065,81.13004,477.2445679,309.9309
05/04/2021 15:24:25.932,78911.73084,770.0288,5,2,3.557910919,-9.900026321,123.3938065,81.15749,477.2445679,310.0286
05/04/2021 15:24:35.933,78921.73144,780.0294,5,2,3.557250977,-9.900110245,123.3938065,81.18494,477.2445679,310.1262
05/04/2021 15:24:45.933,78931.73194,790.0299,5,2,3.557025909,-9.900099754,123.3938065,81.21239,477.2445679,310.2239
05/04/2021 15:24:55.934,78941.73244,800.0304,5,2,3.557361603,-9.900003433,123.3938065,81.23984,477.2445679,310.3215
05/04/2021 15:25:05.934,78951.73244,810.0304,5,2,3.556472778,-9.900200844,123.3938065,81.26728,477.2445679,310.4191
05/04/2021 15:25:15.935,78961.73324,820.0312,5,2,3.556583405,-9.899995804,123.3938065,81.29473,477.2445679,310.5168
05/04/2021 15:25:25.935,78971.73334,830.0313,5,2,3.556365967,-9.900067329,123.3938065,81.32217,477.2445679,310.6144
05/04/2021 15:25:35.935,78981.73344,840.0314,5,2,3.556694031,-9.900006294,123.3938065,81.34963,477.2445679,310.712
05/04/2021 15:25:45.935,78991.73374,850.0317,5,2,3.556144714,-9.899926186,123.3938065,81.37708,477.2445679,310.8096
05/04/2021 15:25:55.936,79001.73424,860.0322,5,2,3.556583405,-9.899949074,123.3938065,81.40452,477.2445679,310.9072
05/04/2021 15:26:05.936,79011.73434,870.0323,5,2,3.556255341,-9.9000597,123.3938065,81.43198,477.2445679,311.0049
05/04/2021 15:26:15.936,79021.73434,880.0323,5,2,3.556472778,-9.900011063,123.3938065,81.45941,477.2445679,311.1024
05/04/2021 15:26:25.937,79031.73524,890.0332,5,2,3.556034088,-9.90004921,123.3938065,81.48686,477.2445679,311.2001
05/04/2021 15:26:35.937,79041.73594,900.0339,5,2,3.555702209,-9.899811745,123.3938065,81.51431,477.2445679,311.2976
05/04/2021 15:26:45.938,79051.73604,910.034,5,2,3.555812836,-9.900044441,123.3938065,81.54176,477.2445679,311.3952
05/04/2021 15:26:55.938,79061.73604,920.034,5,2,3.555595398,-9.899972916,123.3938065,81.56921,477.2445679,311.4928
05/04/2021 15:27:05.938,79071.73634,930.0343,5,2,3.555923462,-9.900099754,123.3938065,81.59665,477.2445679,311.5904
05/04/2021 15:27:15.938,79081.73694,940.0349,5,2,3.55525589,-9.899972916,123.3938065,81.62409,477.2445679,311.688
05/04/2021 15:27:25.939,79091.73774,950.0357,5,2,3.555366516,-9.899929047,123.3938065,81.65154,477.2445679,311.7856
05/04/2021 15:27:35.940,79101.73824,960.0362,5,2,3.5548172,-9.900125504,123.3938065,81.67899,477.2445679,311.8831
05/04/2021 15:27:45.941,79111.73944,970.0374,5,2,3.555038452,-9.899918556,123.3938065,81.70644,477.2445679,311.9807
05/04/2021 15:27:55.941,79121.73974,980.0377,5,2,3.55525589,-9.899964333,123.3938065,81.73389,477.2445679,312.0783
05/04/2021 15:28:05.942,79131.74024,990.0382,5,2,3.554595947,-9.8998909,123.3938065,81.76134,477.2445679,312.1759
05/04/2021 15:28:15.942,79141.74044,1000.0384,5,2,3.554046631,-9.899975777,123.3938065,81.78878,477.2445679,312.2734
05/04/2021 15:28:25.942,79151.74064,1010.0386,5,2,3.553600311,-9.900155067,123.3938065,81.81623,477.2445679,312.371
05/04/2021 15:28:35.943,79161.74104,1020.039,5,2,3.554046631,-9.899852753,123.3938065,81.84367,477.2445679,312.4685
05/04/2021 15:28:45.943,79171.74164,1030.0396,5,2,3.554046631,-9.900076866,123.3938065,81.87112,477.2445679,312.5661
05/04/2021 15:28:55.943,79181.74174,1040.0397,5,2,3.554595947,-9.899839401,123.3938065,81.89857,477.2445679,312.6637
05/04/2021 15:29:05.944,79191.74244,1050.0404,5,2,3.554267883,-9.899933815,123.3938065,81.92602,477.2445679,312.7612
05/04/2021 15:29:15.945,79201.74314,1060.0411,5,2,3.553600311,-9.899983406,123.3938065,81.95346,477.2445679,312.8587
05/04/2021 15:29:25.945,79211.74374,1070.0417,5,2,3.553600311,-9.899892807,123.3938065,81.9809,477.2445679,312.9563
05/04/2021 15:29:35.946,79221.74404,1080.042,5,2,3.553936005,-9.899845123,123.3938065,82.00835,477.2445679,313.0538
05/04/2021 15:29:45.946,79231.74414,1090.0421,5,2,3.553600311,-9.899995804,123.3938065,82.0358,477.2445679,313.1513
05/04/2021 15:29:55.946,79241.74414,1100.0421,5,2,3.553600311,-9.899908066,123.3938065,82.06324,477.2445679,313.2488
05/04/2021 15:30:05.946,79251.74434,1110.0423,5,2,3.55260849,-9.900122643,123.3938065,82.09069,477.2445679,313.3464
05/04/2021 15:30:15.946,79261.74464,1120.0426,5,2,3.553157806,-9.899885178,123.3938065,82.11814,477.2445679,313.4439
05/04/2021 15:30:25.946,79271.74494,1130.0429,5,2,3.553157806,-9.900064468,123.3938065,82.14558,477.2445679,313.5414
05/04/2021 15:30:35.946,79281.74494,1140.0429,5,2,3.552936554,-9.900038719,123.3938065,82.17303,477.2445679,313.6389
05/04/2021 15:30:45.947,79291.74514,1150.0431,5,2,3.55304718,-9.900038719,123.3938065,82.20049,477.2445679,313.7365
05/04/2021 15:30:55.947,79301.74554,1160.0435,5,2,3.55260849,-9.899862289,123.3938065,82.22794,477.2445679,313.834
05/04/2021 15:31:05.947,79311.74574,1170.0437,5,2,3.551719666,-9.900208473,123.3938065,82.25538,477.2445679,313.9315
05/04/2021 15:31:15.948,79321.74624,1180.0442,5,2,3.55304718,-9.899986267,123.3938065,82.28283,477.2445679,314.029
05/04/2021 15:31:25.948,79331.74674,1190.0447,5,2,3.551609039,-9.899885178,123.3938065,82.31027,477.2445679,314.1265
05/04/2021 15:31:35.949,79341.74724,1200.0452,5,2,3.552829742,-9.899951935,123.3938065,82.33772,477.2445679,314.224
05/04/2021 15:31:45.949,79351.74774,1210.0457,5,2,3.551502228,-9.899964333,123.3938065,82.36517,477.2445679,314.3215
05/04/2021 15:31:55.949,79361.74784,1220.0458,5,2,3.551940918,-9.899923325,123.3938065,82.39262,477.2445679,314.419
05/04/2021 15:32:05.949,79371.74784,1230.0458,5,2,3.551059723,-9.899875641,123.3938065,82.42005,477.2445679,314.5164
05/04/2021 15:32:15.950,79381.74844,1240.0464,5,2,3.551609039,-9.899918556,123.3938065,82.44749,477.2445679,314.6139
05/04/2021 15:32:25.950,79391.74844,1250.0464,5,2,3.551391602,-9.899991035,123.3938065,82.47495,477.2445679,314.7114
05/04/2021 15:32:35.951,79401.74914,1260.0471,5,2,3.551719666,-9.899895668,123.3938065,82.50239,477.2445679,314.8089
05/04/2021 15:32:45.951,79411.74924,1270.0472,5,2,3.551059723,-9.899824142,123.3938065,82.52984,477.2445679,314.9063
05/04/2021 15:32:55.951,79421.74984,1280.0478,5,2,3.551170349,-9.900149345,123.3938065,82.55729,477.2445679,315.0038
05/04/2021 15:33:05.952,79431.75074,1290.0487,5,2,3.551391602,-9.899885178,123.3938065,82.58474,477.2445679,315.1013
05/04/2021 15:33:15.953,79441.75164,1300.0496,5,2,3.550502777,-9.89987278,123.3938065,82.61218,477.2445679,315.1988
05/04/2021 15:33:25.953,79451.75184,1310.0498,5,2,3.551170349,-9.899929047,123.3938065,82.63963,477.2445679,315.2962
05/04/2021 15:33:35.953,79461.75184,1320.0498,5,2,3.551391602,-9.900084496,123.3938065,82.66708,477.2445679,315.3937
05/04/2021 15:33:45.953,79471.75194,1330.0499,5,2,3.550502777,-9.899800301,123.3938065,82.69453,477.2445679,315.4911
05/04/2021 15:33:55.954,79481.75274,1340.0507,5,2,3.55083847,-9.899998665,123.3938065,82.72198,477.2445679,315.5886
05/04/2021 15:34:05.955,79491.75364,1350.0516,5,2,3.55083847,-9.900026321,123.3938065,82.74943,477.2445679,315.6861
05/04/2021 15:34:15.956,79501.75424,1360.0522,5,2,3.550281525,-9.899811745,123.3938065,82.77687,477.2445679,315.7835
05/04/2021 15:34:25.956,79511.75474,1370.0527,5,2,3.550621033,-9.899972916,123.3938065,82.80432,477.2445679,315.881
05/04/2021 15:34:35.957,79521.75514,1380.0531,5,2,3.549621582,-9.899892807,123.3938065,82.83177,477.2445679,315.9784
05/04/2021 15:34:45.957,79531.75534,1390.0533,5,2,3.550064087,-9.900006294,123.3938065,82.85922,477.2445679,316.0758
05/04/2021 15:34:55.957,79541.75534,1400.0533,5,2,3.549732208,-9.899938583,123.3938065,82.88667,477.2445679,316.1733
05/04/2021 15:35:05.957,79551.75584,1410.0538,5,2,3.550281525,-9.899915695,123.3938065,82.91412,477.2445679,316.2707
05/04/2021 15:35:15.958,79561.75624,1420.0542,5,2,3.549621582,-9.900125504,123.3938065,82.94157,477.2445679,316.3681
05/04/2021 15:35:25.958,79571.75684,1430.0548,5,2,3.54940033,-9.899929047,123.3938065,82.96902,477.2445679,316.4656
05/04/2021 15:35:35.959,79581.75754,1440.0555,5,2,3.549293518,-9.899816513,123.3938065,82.99647,477.2445679,316.563
05/04/2021 15:35:45.959,79591.75764,1450.0556,5,2,3.548961639,-9.899918556,123.3938065,83.02393,477.2445679,316.6605
05/04/2021 15:35:55.960,79601.75854,1460.0565,5,2,3.548736572,-9.899849892,123.3938065,83.05137,477.2445679,316.7578
05/04/2021 15:36:05.960,79611.75894,1470.0569,5,2,3.548843384,-9.900130272,123.3938065,83.07882,477.2445679,316.8553
05/04/2021 15:36:15.961,79621.75984,1480.0578,5,2,3.548961639,-9.899978638,123.3938065,83.10627,477.2445679,316.9527
05/04/2021 15:36:25.962,79631.76024,1490.0582,5,2,3.548736572,-9.900015831,123.3938065,83.13372,477.2445679,317.0501
05/04/2021 15:36:35.962,79641.76024,1500.0582,5,2,3.548294067,-9.899913788,123.3938065,83.16117,477.2445679,317.1475
05/04/2021 15:36:45.962,79651.76064,1510.0586,5,2,3.548294067,-9.899946213,123.3938065,83.18861,477.2445679,317.2449
05/04/2021 15:36:55.963,79661.76124,1520.0592,5,2,3.548736572,-9.899936676,123.3938065,83.21606,477.2445679,317.3423
05/04/2021 15:37:05.963,79671.76184,1530.0598,5,2,3.548404694,-9.900029182,123.3938065,83.24352,477.2445679,317.4397
05/04/2021 15:37:15.964,79681.76214,1540.0601,5,2,3.54851532,-9.900056839,123.3938065,83.27096,477.2445679,317.5371
05/04/2021 15:37:25.964,79691.76244,1550.0604,5,2,3.547855377,-9.900003433,123.3938065,83.29841,477.2445679,317.6345
05/04/2021 15:37:35.965,79701.76394,1560.0619,5,2,3.547634125,-9.900033951,123.3938065,83.32586,477.2445679,317.7319
05/04/2021 15:37:45.966,79711.76494,1570.0629,5,2,3.547855377,-9.899918556,123.3938065,83.35331,477.2445679,317.8293
05/04/2021 15:37:55.967,79721.76534,1580.0633,5,2,3.547855377,-9.899951935,123.3938065,83.38076,477.2445679,317.9267
05/04/2021 15:38:05.968,79731.76624,1590.0642,5,2,3.547412872,-9.899803162,123.3938065,83.4082,477.2445679,318.024
05/04/2021 15:38:15.968,79741.76664,1600.0646,5,2,3.547634125,-9.899822235,123.3938065,83.43565,477.2445679,318.1214
05/04/2021 15:38:25.969,79751.76744,1610.0654,5,2,3.547966003,-9.899975777,123.3938065,83.4631,477.2445679,318.2188
05/04/2021 15:38:35.969,79761.76754,1620.0655,5,2,3.547634125,-9.900003433,123.3938065,83.49055,477.2445679,318.3161
05/04/2021 15:38:45.970,79771.76844,1630.0664,5,2,3.547744751,-9.89987278,123.3938065,83.518,477.2445679,318.4135
05/04/2021 15:38:55.970,79781.76844,1640.0664,5,2,3.547412872,-9.900056839,123.3938065,83.54545,477.2445679,318.5109
05/04/2021 15:39:05.970,79791.76894,1650.0669,5,2,3.5467453,-9.899915695,123.3938065,83.57289,477.2445679,318.6082
05/04/2021 15:39:15.971,79801.76914,1660.0671,5,2,3.546634674,-9.90002346,123.3938065,83.60034,477.2445679,318.7056
05/04/2021 15:39:25.971,79811.76914,1670.0671,5,2,3.546855927,-9.899811745,123.3938065,83.62778,477.2445679,318.8029
05/04/2021 15:39:35.971,79821.76944,1680.0674,5,2,3.546195984,-9.900230408,123.3938065,83.65523,477.2445679,318.9003
05/04/2021 15:39:45.971,79831.76974,1690.0677,5,2,3.545974731,-9.900185585,123.3938065,83.68268,477.2445679,318.9976
05/04/2021 15:39:55.971,79841.76984,1700.0678,5,2,3.547412872,-9.900233269,123.3938065,83.71012,477.2445679,319.0949
05/04/2021 15:40:05.972,79851.76994,1710.0679,5,2,3.546634674,-9.8998909,123.3938065,83.73756,477.2445679,319.1923
05/04/2021 15:40:15.971,79861.76994,1720.0679,5,2,3.545200348,-9.899857521,123.3938065,83.76501,477.2445679,319.2896
05/04/2021 15:40:25.972,79871.77074,1730.0687,5,2,3.545646667,-9.899895668,123.3938065,83.79247,477.2445679,319.3869
05/04/2021 15:40:35.973,79881.77104,1740.069,5,2,3.545417786,-9.899885178,123.3938065,83.81991,477.2445679,319.4843
05/04/2021 15:40:45.973,79891.77134,1750.0693,5,2,3.545528412,-9.900092125,123.3938065,83.84736,477.2445679,319.5816
05/04/2021 15:40:55.973,79901.77194,1760.0699,5,2,3.545757294,-9.899964333,123.3938065,83.87481,477.2445679,319.6789
05/04/2021 15:41:05.974,79911.77284,1770.0708,5,2,3.545307159,-9.899995804,123.3938065,83.90226,477.2445679,319.7762
05/04/2021 15:41:15.976,79921.77444,1780.0724,5,2,3.544868469,-9.9000597,123.3938065,83.92971,477.2445679,319.8736
05/04/2021 15:41:25.976,79931.77464,1790.0726,5,2,3.545757294,-9.89988327,123.3938065,83.95716,477.2445679,319.9709
05/04/2021 15:41:35.977,79941.77524,1800.0732,5,2,3.544647217,-9.899946213,123.3938065,83.98461,477.2445679,320.0682
05/04/2021 15:41:45.977,79951.77534,1810.0733,5,2,3.545089722,-9.89980793,123.3938065,84.01205,477.2445679,320.1655
05/04/2021 15:41:55.977,79961.77594,1820.0739,5,2,3.544536591,-9.900026321,123.3938065,84.03951,477.2445679,320.2628
